,county,date_number,Population,region,pop_dens,tranlevel
26434,Franklin,84,70655.0,Eastern,139.4,High
26401,Alexander,84,36172.0,Northern,140.2,High
26472,Person,84,39048.0,Eastern,99.7,High
26415,Carteret,84,69039.0,Coastal,133.3,High
26458,McDowell,84,44151.0,Western,101.3,High
26427,Dare,84,37817.0,Coastal,96.3,High
26429,Davie,84,43127.0,Northern,162.0,High
26420,Chowan,84,13646.0,Coastal,79.4,High
26498,Yadkin,84,36925.0,Northern,111.1,High
26469,Pasquotank,84,40966.0,Coastal,178.8,High
26426,Currituck,84,29385.0,Coastal,107.3,High
26468,Pamlico,84,12215.0,Coastal,36.5,High
26478,Rockingham,84,90457.0,Northern,161.0,High
26447,Hyde,84,4595.0,Coastal,7.5,High
26445,Hertford,84,20374.0,Coastal,61.0,High
26437,Graham,84,7935.0,Western,27.5,High
26402,Alleghany,84,11057.0,Northern,46.4,High
26450,Johnston,84,224833.0,Coastal,272.7,High
26499,Yancey,84,18320.0,Western,59.1,High
26467,Orange,84,148331.0,Eastern,374.0,High
26417,Catawba,84,162841.0,Northern,400.2,High
26477,Robeson,84,115899.0,Coastal,123.0,High
26444,Henderson,84,117429.0,Western,311.8,High
26485,Surry,84,70573.0,Northern,134.0,High
26442,Harnett,84,134986.0,Eastern,224.5,High
26492,Warren,84,18621.0,Eastern,43.4,High
26416,Caswell,84,22400.0,Eastern,53.5,High
26476,Richmond,84,43006.0,Eastern,90.7,High
26465,Northampton,84,16953.0,Eastern,32.6,High
26441,Halifax,84,47859.0,Coastal,67.2,High
26412,Cabarrus,84,232873.0,Central,625.1,High
26435,Gaston,84,233387.0,Central,640.7,High
26414,Camden,84,10537.0,Coastal,43.1,High
26430,Duplin,84,48249.0,Coastal,59.8,High
26482,Scotland,84,33662.0,Eastern,107.1,High
26451,Jones,84,9076.0,Coastal,19.5,High
26428,Davidson,84,171752.0,Northern,305.4,High
26457,Martin,84,21503.0,Coastal,48.3,High
26419,Cherokee,84,28738.0,Western,63.2,High
26489,Union,84,244960.0,Central,376.6,High
26448,Iredell,84,192986.0,Northern,325.0,High
26453,Lenoir,84,54323.0,Coastal,138.1,High
26473,Pitt,84,173536.0,Coastal,261.0,High
26432,Edgecombe,84,48604.0,Coastal,96.7,High
26464,New Hanover,84,230423.0,Coastal,1174.0,High
26421,Clay,84,11238.0,Western,51.6,High
26439,Greene,84,19978.0,Coastal,76.7,High
26438,Granville,84,60720.0,Eastern,114.6,High
26456,Madison,84,21146.0,Western,47.1,High
26455,Macon,84,37041.0,Western,71.8,High
26403,Anson,84,22028.0,Central,41.5,High
26400,Alamance,84,175029.0,Northern,404.8,High
26483,Stanly,84,62143.0,Central,158.2,High
26459,Mecklenburg,84,1128426.0,Central,2130.4,High
26497,Wilson,84,79078.0,Coastal,214.3,High
26491,Wake,84,1154170.0,Eastern,1353.3,High
26433,Forsyth,84,387703.0,Northern,938.1,High
26425,Cumberland,84,341793.0,Eastern,512.9,High
26406,Beaufort,84,44150.0,Coastal,53.6,High
26490,Vance,84,41665.0,Eastern,168.7,High
26440,Guilford,84,545484.0,Northern,838.0,High
26494,Watauga,84,54804.0,Northern,173.1,High
26462,Moore,84,102966.0,Eastern,142.9,High
26470,Pender,84,62250.0,Coastal,69.1,High
26466,Onslow,84,207928.0,Coastal,268.4,High
26463,Nash,84,96101.0,Coastal,175.7,High
26481,Sampson,84,58371.0,Coastal,62.4,High
26495,Wayne,84,115895.0,Coastal,211.8,High
26443,Haywood,84,62831.0,Western,112.2,High
26407,Bertie,84,17302.0,Coastal,25.7,High
26404,Ashe,84,26506.0,Northern,62.3,High
26418,Chatham,84,77095.0,Eastern,111.9,High
26493,Washington,84,10708.0,Coastal,31.8,High
26460,Mitchell,84,14783.0,Western,67.4,High
26422,Cleveland,84,99332.0,Western,214.4,High
26424,Craven,84,102568.0,Coastal,142.5,High
26505,Avery,85,17347.0,Western,72.0,High
26523,Columbus,85,49795.0,Coastal,54.0,High
26502,Alleghany,85,11057.0,Northern,46.4,High
26555,Macon,85,37041.0,Western,71.8,High
26583,Stanly,85,62143.0,Central,158.2,High
26539,Greene,85,19978.0,Coastal,76.7,High
26532,Edgecombe,85,48604.0,Coastal,96.7,High
26587,Transylvania,85,32825.0,Western,87.2,High
26577,Robeson,85,115899.0,Coastal,123.0,High
26533,Forsyth,85,387703.0,Northern,938.1,High
26508,Bladen,85,29171.0,Coastal,33.8,High
26591,Wake,85,1154170.0,Eastern,1353.3,High
26554,Lincoln,85,88742.0,Central,293.4,High
26511,Burke,85,88398.0,Western,173.0,High
26524,Craven,85,102568.0,Coastal,142.5,High
26596,Wilkes,85,65151.0,Northern,87.5,High
26586,Swain,85,14046.0,Western,26.8,High
26536,Gates,85,10324.0,Coastal,30.8,High
26509,Brunswick,85,144821.0,Coastal,160.8,High
26540,Guilford,85,545484.0,Northern,838.0,High
26529,Davie,85,43127.0,Northern,162.0,High
26518,Chatham,85,77095.0,Eastern,111.9,High
26576,Richmond,85,43006.0,Eastern,90.7,High
26564,New Hanover,85,230423.0,Coastal,1174.0,High
26599,Yancey,85,18320.0,Western,59.1,High
26516,Caswell,85,22400.0,Eastern,53.5,High
26550,Johnston,85,224833.0,Coastal,272.7,High
26566,Onslow,85,207928.0,Coastal,268.4,High
26530,Duplin,85,48249.0,Coastal,59.8,High
26568,Pamlico,85,12215.0,Coastal,36.5,High
26579,Rowan,85,148565.0,Northern,287.1,High
26557,Martin,85,21503.0,Coastal,48.3,High
26570,Pender,85,62250.0,Coastal,69.1,High
26548,Iredell,85,192986.0,Northern,325.0,High
26512,Cabarrus,85,232873.0,Central,625.1,High
26515,Carteret,85,69039.0,Coastal,133.3,High
26562,Moore,85,102966.0,Eastern,142.9,High
26507,Bertie,85,17302.0,Coastal,25.7,High
26569,Pasquotank,85,40966.0,Coastal,178.8,High
26573,Pitt,85,173536.0,Coastal,261.0,High
26567,Orange,85,148331.0,Eastern,374.0,High
26592,Warren,85,18621.0,Eastern,43.4,High
26520,Chowan,85,13646.0,Coastal,79.4,High
26582,Scotland,85,33662.0,Eastern,107.1,High
26574,Polk,85,19461.0,Western,81.3,High
26527,Dare,85,37817.0,Coastal,96.3,High
26535,Gaston,85,233387.0,Central,640.7,High
26589,Union,85,244960.0,Central,376.6,High
26521,Clay,85,11238.0,Western,51.6,High
26552,Lee,85,64360.0,Eastern,248.1,High
26537,Graham,85,7935.0,Western,27.5,High
26556,Madison,85,21146.0,Western,47.1,High
26545,Hertford,85,20374.0,Coastal,61.0,High
26526,Currituck,85,29385.0,Coastal,107.3,High
26598,Yadkin,85,36925.0,Northern,111.1,High
26595,Wayne,85,115895.0,Coastal,211.8,High
26553,Lenoir,85,54323.0,Coastal,138.1,High
26547,Hyde,85,4595.0,Coastal,7.5,High
26575,Randolph,85,143325.0,Northern,184.3,High
26513,Caldwell,85,81319.0,Northern,170.9,High
26544,Henderson,85,117429.0,Western,311.8,High
26519,Cherokee,85,28738.0,Western,63.2,High
26594,Watauga,85,54804.0,Northern,173.1,High
26565,Northampton,85,16953.0,Eastern,32.6,High
26581,Sampson,85,58371.0,Coastal,62.4,High
26580,Rutherford,85,63870.0,Western,114.0,High
26528,Davidson,85,171752.0,Northern,305.4,High
26549,Jackson,85,41919.0,Western,87.8,High
26560,Mitchell,85,14783.0,Western,67.4,High
26571,Perquimans,85,13049.0,Coastal,52.6,High
26561,Montgomery,85,25485.0,Eastern,52.4,High
26514,Camden,85,10537.0,Coastal,43.1,High
26531,Durham,85,331347.0,Eastern,1133.7,High
26551,Jones,85,9076.0,Coastal,19.5,High
26506,Beaufort,85,44150.0,Coastal,53.6,High
26541,Halifax,85,47859.0,Coastal,67.2,High
26534,Franklin,85,70655.0,Eastern,139.4,High
26590,Vance,85,41665.0,Eastern,168.7,High
26584,Stokes,85,44422.0,Northern,99.1,High
26593,Washington,85,10708.0,Coastal,31.8,High
26588,Tyrrell,85,3315.0,Coastal,8.3,High
26522,Cleveland,85,99332.0,Western,214.4,High
26501,Alexander,85,36172.0,Northern,140.2,High
26558,McDowell,85,44151.0,Western,101.3,High
26597,Wilson,85,79078.0,Coastal,214.3,High
26503,Anson,85,22028.0,Central,41.5,High
26500,Alamance,85,175029.0,Northern,404.8,High
26563,Nash,85,96101.0,Coastal,175.7,High
26546,Hoke,85,53783.0,Eastern,133.5,High
26559,Mecklenburg,85,1128426.0,Central,2130.4,High
26543,Haywood,85,62831.0,Western,112.2,High
26578,Rockingham,85,90457.0,Northern,161.0,High
26542,Harnett,85,134986.0,Eastern,224.5,High
26525,Cumberland,85,341793.0,Eastern,512.9,High
26517,Catawba,85,162841.0,Northern,400.2,High
26510,Buncombe,85,271638.0,Western,410.4,High
26538,Granville,85,60720.0,Eastern,114.6,High
26585,Surry,85,70573.0,Northern,134.0,High
26572,Person,85,39048.0,Eastern,99.7,High
26504,Ashe,85,26506.0,Northern,62.3,High
26641,Halifax,86,47859.0,Coastal,67.2,High
26660,Mitchell,86,14783.0,Western,67.4,High
26630,Duplin,86,48249.0,Coastal,59.8,High
26651,Jones,86,9076.0,Coastal,19.5,High
26640,Guilford,86,545484.0,Northern,838.0,High
26695,Wayne,86,115895.0,Coastal,211.8,High
26607,Bertie,86,17302.0,Coastal,25.7,High
26663,Nash,86,96101.0,Coastal,175.7,High
26668,Pamlico,86,12215.0,Coastal,36.5,High
26643,Haywood,86,62831.0,Western,112.2,High
26618,Chatham,86,77095.0,Eastern,111.9,High
26690,Vance,86,41665.0,Eastern,168.7,High
26604,Ashe,86,26506.0,Northern,62.3,High
26667,Orange,86,148331.0,Eastern,374.0,High
26664,New Hanover,86,230423.0,Coastal,1174.0,High
26689,Union,86,244960.0,Central,376.6,High
26606,Beaufort,86,44150.0,Coastal,53.6,High
26696,Wilkes,86,65151.0,Northern,87.5,High
26625,Cumberland,86,341793.0,Eastern,512.9,High
26659,Mecklenburg,86,1128426.0,Central,2130.4,High
26691,Wake,86,1154170.0,Eastern,1353.3,High
26637,Graham,86,7935.0,Western,27.5,High
26603,Anson,86,22028.0,Central,41.5,High
26632,Edgecombe,86,48604.0,Coastal,96.7,High
26655,Macon,86,37041.0,Western,71.8,High
26683,Stanly,86,62143.0,Central,158.2,High
26633,Forsyth,86,387703.0,Northern,938.1,High
26639,Greene,86,19978.0,Coastal,76.7,High
26682,Scotland,86,33662.0,Eastern,107.1,High
26628,Davidson,86,171752.0,Northern,305.4,High
26600,Alamance,86,175029.0,Northern,404.8,High
26638,Granville,86,60720.0,Eastern,114.6,High
26621,Clay,86,11238.0,Western,51.6,High
26656,Madison,86,21146.0,Western,47.1,High
26619,Cherokee,86,28738.0,Western,63.2,High
26692,Warren,86,18621.0,Eastern,43.4,High
26653,Lenoir,86,54323.0,Coastal,138.1,High
26694,Watauga,86,54804.0,Northern,173.1,High
26673,Pitt,86,173536.0,Coastal,261.0,High
26670,Pender,86,62250.0,Coastal,69.1,High
26657,Martin,86,21503.0,Coastal,48.3,High
26614,Camden,86,10537.0,Coastal,43.1,High
26666,Onslow,86,207928.0,Coastal,268.4,High
26648,Iredell,86,192986.0,Northern,325.0,High
26693,Washington,86,10708.0,Coastal,31.8,High
26617,Catawba,86,162841.0,Northern,400.2,High
26624,Craven,86,102568.0,Coastal,142.5,High
26680,Rutherford,86,63870.0,Western,114.0,High
26676,Richmond,86,43006.0,Eastern,90.7,High
26671,Perquimans,86,13049.0,Coastal,52.6,High
26650,Johnston,86,224833.0,Coastal,272.7,High
26613,Caldwell,86,81319.0,Northern,170.9,High
26615,Carteret,86,69039.0,Coastal,133.3,High
26669,Pasquotank,86,40966.0,Coastal,178.8,High
26698,Yadkin,86,36925.0,Northern,111.1,High
26647,Hyde,86,4595.0,Coastal,7.5,High
26620,Chowan,86,13646.0,Coastal,79.4,High
26627,Dare,86,37817.0,Coastal,96.3,High
26672,Person,86,39048.0,Eastern,99.7,High
26658,McDowell,86,44151.0,Western,101.3,High
26674,Polk,86,19461.0,Western,81.3,High
26602,Alleghany,86,11057.0,Northern,46.4,High
26685,Surry,86,70573.0,Northern,134.0,High
26642,Harnett,86,134986.0,Eastern,224.5,High
26636,Gates,86,10324.0,Coastal,30.8,High
26662,Moore,86,102966.0,Eastern,142.9,High
26626,Currituck,86,29385.0,Coastal,107.3,High
26646,Hoke,86,53783.0,Eastern,133.5,High
26678,Rockingham,86,90457.0,Northern,161.0,High
26601,Alexander,86,36172.0,Northern,140.2,High
26622,Cleveland,86,99332.0,Western,214.4,High
26688,Tyrrell,86,3315.0,Coastal,8.3,High
26677,Robeson,86,115899.0,Coastal,123.0,High
26654,Lincoln,86,88742.0,Central,293.4,High
26652,Lee,86,64360.0,Eastern,248.1,High
26686,Swain,86,14046.0,Western,26.8,High
26679,Rowan,86,148565.0,Northern,287.1,High
26649,Jackson,86,41919.0,Western,87.8,High
26665,Northampton,86,16953.0,Eastern,32.6,High
26675,Randolph,86,143325.0,Northern,184.3,High
26635,Gaston,86,233387.0,Central,640.7,High
26681,Sampson,86,58371.0,Coastal,62.4,High
26699,Yancey,86,18320.0,Western,59.1,High
26634,Franklin,86,70655.0,Eastern,139.4,High
26684,Stokes,86,44422.0,Northern,99.1,High
26612,Cabarrus,86,232873.0,Central,625.1,High
26610,Buncombe,86,271638.0,Western,410.4,High
26611,Burke,86,88398.0,Western,173.0,High
26608,Bladen,86,29171.0,Coastal,33.8,High
26605,Avery,86,17347.0,Western,72.0,High
26623,Columbus,86,49795.0,Coastal,54.0,High
26631,Durham,86,331347.0,Eastern,1133.7,High
26645,Hertford,86,20374.0,Coastal,61.0,High
26697,Wilson,86,79078.0,Coastal,214.3,High
26687,Transylvania,86,32825.0,Western,87.2,High
26616,Caswell,86,22400.0,Eastern,53.5,High
26609,Brunswick,86,144821.0,Coastal,160.8,High
26661,Montgomery,86,25485.0,Eastern,52.4,High
26644,Henderson,86,117429.0,Western,311.8,High
26629,Davie,86,43127.0,Northern,162.0,High
26794,Watauga,87,54804.0,Northern,173.1,High
26707,Bertie,87,17302.0,Coastal,25.7,High
26735,Gaston,87,233387.0,Central,640.7,High
26770,Pender,87,62250.0,Coastal,69.1,High
26734,Franklin,87,70655.0,Eastern,139.4,High
26799,Yancey,87,18320.0,Western,59.1,High
26777,Robeson,87,115899.0,Coastal,123.0,High
26778,Rockingham,87,90457.0,Northern,161.0,High
26737,Graham,87,7935.0,Western,27.5,High
26751,Jones,87,9076.0,Coastal,19.5,High
26760,Mitchell,87,14783.0,Western,67.4,High
26726,Currituck,87,29385.0,Coastal,107.3,High
26762,Moore,87,102966.0,Eastern,142.9,High
26732,Edgecombe,87,48604.0,Coastal,96.7,High
26711,Burke,87,88398.0,Western,173.0,High
26733,Forsyth,87,387703.0,Northern,938.1,High
26744,Henderson,87,117429.0,Western,311.8,High
26748,Iredell,87,192986.0,Northern,325.0,High
26768,Pamlico,87,12215.0,Coastal,36.5,High
26727,Dare,87,37817.0,Coastal,96.3,High
26731,Durham,87,331347.0,Eastern,1133.7,High
26729,Davie,87,43127.0,Northern,162.0,High
26723,Columbus,87,49795.0,Coastal,54.0,High
26756,Madison,87,21146.0,Western,47.1,High
26773,Pitt,87,173536.0,Coastal,261.0,High
26717,Catawba,87,162841.0,Northern,400.2,High
26747,Hyde,87,4595.0,Coastal,7.5,High
26787,Transylvania,87,32825.0,Western,87.2,High
26793,Washington,87,10708.0,Coastal,31.8,High
26706,Beaufort,87,44150.0,Coastal,53.6,High
26795,Wayne,87,115895.0,Coastal,211.8,High
26736,Gates,87,10324.0,Coastal,30.8,High
26741,Halifax,87,47859.0,Coastal,67.2,High
26728,Davidson,87,171752.0,Northern,305.4,High
26774,Polk,87,19461.0,Western,81.3,High
26720,Chowan,87,13646.0,Coastal,79.4,High
26769,Pasquotank,87,40966.0,Coastal,178.8,High
26715,Carteret,87,69039.0,Coastal,133.3,High
26750,Johnston,87,224833.0,Coastal,272.7,High
26763,Nash,87,96101.0,Coastal,175.7,High
26779,Rowan,87,148565.0,Northern,287.1,High
26776,Richmond,87,43006.0,Eastern,90.7,High
26714,Camden,87,10537.0,Coastal,43.1,High
26709,Brunswick,87,144821.0,Coastal,160.8,High
26722,Cleveland,87,99332.0,Western,214.4,High
26761,Montgomery,87,25485.0,Eastern,52.4,High
26701,Alexander,87,36172.0,Northern,140.2,High
26752,Lee,87,64360.0,Eastern,248.1,High
26749,Jackson,87,41919.0,Western,87.8,High
26780,Rutherford,87,63870.0,Western,114.0,High
26771,Perquimans,87,13049.0,Coastal,52.6,High
26765,Northampton,87,16953.0,Eastern,32.6,High
26710,Buncombe,87,271638.0,Western,410.4,High
26713,Caldwell,87,81319.0,Northern,170.9,High
26784,Stokes,87,44422.0,Northern,99.1,High
26798,Yadkin,87,36925.0,Northern,111.1,High
26716,Caswell,87,22400.0,Eastern,53.5,High
26772,Person,87,39048.0,Eastern,99.7,High
26758,McDowell,87,44151.0,Western,101.3,High
26785,Surry,87,70573.0,Northern,134.0,High
26745,Hertford,87,20374.0,Coastal,61.0,High
26742,Harnett,87,134986.0,Eastern,224.5,High
26746,Hoke,87,53783.0,Eastern,133.5,High
26781,Sampson,87,58371.0,Coastal,62.4,High
26788,Tyrrell,87,3315.0,Coastal,8.3,High
26754,Lincoln,87,88742.0,Central,293.4,High
26743,Haywood,87,62831.0,Western,112.2,High
26775,Randolph,87,143325.0,Northern,184.3,High
26719,Cherokee,87,28738.0,Western,63.2,High
26703,Anson,87,22028.0,Central,41.5,High
26782,Scotland,87,33662.0,Eastern,107.1,High
26721,Clay,87,11238.0,Western,51.6,High
26792,Warren,87,18621.0,Eastern,43.4,High
26789,Union,87,244960.0,Central,376.6,High
26757,Martin,87,21503.0,Coastal,48.3,High
26700,Alamance,87,175029.0,Northern,404.8,High
26738,Granville,87,60720.0,Eastern,114.6,High
26766,Onslow,87,207928.0,Coastal,268.4,High
26739,Greene,87,19978.0,Coastal,76.7,High
26764,New Hanover,87,230423.0,Coastal,1174.0,High
26740,Guilford,87,545484.0,Northern,838.0,High
26718,Chatham,87,77095.0,Eastern,111.9,High
26730,Duplin,87,48249.0,Coastal,59.8,High
26759,Mecklenburg,87,1128426.0,Central,2130.4,High
26783,Stanly,87,62143.0,Central,158.2,High
26790,Vance,87,41665.0,Eastern,168.7,High
26705,Avery,87,17347.0,Western,72.0,High
26791,Wake,87,1154170.0,Eastern,1353.3,High
26708,Bladen,87,29171.0,Coastal,33.8,High
26796,Wilkes,87,65151.0,Northern,87.5,High
26704,Ashe,87,26506.0,Northern,62.3,High
26797,Wilson,87,79078.0,Coastal,214.3,High
26767,Orange,87,148331.0,Eastern,374.0,High
26725,Cumberland,87,341793.0,Eastern,512.9,High
26786,Swain,87,14046.0,Western,26.8,High
26702,Alleghany,87,11057.0,Northern,46.4,High
26755,Macon,87,37041.0,Western,71.8,High
26753,Lenoir,87,54323.0,Coastal,138.1,High
26724,Craven,87,102568.0,Coastal,142.5,High
26712,Cabarrus,87,232873.0,Central,625.1,High
26837,Graham,88,7935.0,Western,27.5,High
26831,Durham,88,331347.0,Eastern,1133.7,High
26860,Mitchell,88,14783.0,Western,67.4,High
26838,Granville,88,60720.0,Eastern,114.6,High
26884,Stokes,88,44422.0,Northern,99.1,High
26834,Franklin,88,70655.0,Eastern,139.4,High
26843,Haywood,88,62831.0,Western,112.2,High
26819,Cherokee,88,28738.0,Western,63.2,High
26800,Alamance,88,175029.0,Northern,404.8,High
26804,Ashe,88,26506.0,Northern,62.3,High
26856,Madison,88,21146.0,Western,47.1,High
26895,Wayne,88,115895.0,Coastal,211.8,High
26845,Hertford,88,20374.0,Coastal,61.0,High
26859,Mecklenburg,88,1128426.0,Central,2130.4,High
26887,Transylvania,88,32825.0,Western,87.2,High
26822,Cleveland,88,99332.0,Western,214.4,High
26849,Jackson,88,41919.0,Western,87.8,High
26812,Cabarrus,88,232873.0,Central,625.1,High
26897,Wilson,88,79078.0,Coastal,214.3,High
26835,Gaston,88,233387.0,Central,640.7,High
26890,Vance,88,41665.0,Eastern,168.7,High
26867,Orange,88,148331.0,Eastern,374.0,High
26818,Chatham,88,77095.0,Eastern,111.9,High
26808,Bladen,88,29171.0,Coastal,33.8,High
26864,New Hanover,88,230423.0,Coastal,1174.0,High
26857,Martin,88,21503.0,Coastal,48.3,High
26883,Stanly,88,62143.0,Central,158.2,High
26829,Davie,88,43127.0,Northern,162.0,High
26833,Forsyth,88,387703.0,Northern,938.1,High
26839,Greene,88,19978.0,Coastal,76.7,High
26802,Alleghany,88,11057.0,Northern,46.4,High
26821,Clay,88,11238.0,Western,51.6,High
26875,Randolph,88,143325.0,Northern,184.3,High
26891,Wake,88,1154170.0,Eastern,1353.3,High
26823,Columbus,88,49795.0,Coastal,54.0,High
26871,Perquimans,88,13049.0,Coastal,52.6,High
26813,Caldwell,88,81319.0,Northern,170.9,High
26858,McDowell,88,44151.0,Western,101.3,High
26842,Harnett,88,134986.0,Eastern,224.5,High
26877,Robeson,88,115899.0,Coastal,123.0,High
26888,Tyrrell,88,3315.0,Coastal,8.3,High
26847,Hyde,88,4595.0,Coastal,7.5,High
26874,Polk,88,19461.0,Western,81.3,High
26836,Gates,88,10324.0,Coastal,30.8,High
26828,Davidson,88,171752.0,Northern,305.4,High
26850,Johnston,88,224833.0,Coastal,272.7,High
26870,Pender,88,62250.0,Coastal,69.1,High
26889,Union,88,244960.0,Central,376.6,High
26848,Iredell,88,192986.0,Northern,325.0,High
26826,Currituck,88,29385.0,Coastal,107.3,High
26876,Richmond,88,43006.0,Eastern,90.7,High
26854,Lincoln,88,88742.0,Central,293.4,High
26844,Henderson,88,117429.0,Western,311.8,High
26803,Anson,88,22028.0,Central,41.5,High
26865,Northampton,88,16953.0,Eastern,32.6,High
26807,Bertie,88,17302.0,Coastal,25.7,High
26882,Scotland,88,33662.0,Eastern,107.1,High
26879,Rowan,88,148565.0,Northern,287.1,High
26805,Avery,88,17347.0,Western,72.0,High
26827,Dare,88,37817.0,Coastal,96.3,High
26855,Macon,88,37041.0,Western,71.8,High
26862,Moore,88,102966.0,Eastern,142.9,High
26886,Swain,88,14046.0,Western,26.8,High
26824,Craven,88,102568.0,Coastal,142.5,High
26806,Beaufort,88,44150.0,Coastal,53.6,High
26899,Yancey,88,18320.0,Western,59.1,High
26878,Rockingham,88,90457.0,Northern,161.0,High
26881,Sampson,88,58371.0,Coastal,62.4,High
26853,Lenoir,88,54323.0,Coastal,138.1,High
26809,Brunswick,88,144821.0,Coastal,160.8,High
26896,Wilkes,88,65151.0,Northern,87.5,High
26863,Nash,88,96101.0,Coastal,175.7,High
26810,Buncombe,88,271638.0,Western,410.4,High
26832,Edgecombe,88,48604.0,Coastal,96.7,High
26872,Person,88,39048.0,Eastern,99.7,High
26869,Pasquotank,88,40966.0,Coastal,178.8,High
26873,Pitt,88,173536.0,Coastal,261.0,High
26841,Halifax,88,47859.0,Coastal,67.2,High
26868,Pamlico,88,12215.0,Coastal,36.5,High
26801,Alexander,88,36172.0,Northern,140.2,High
26830,Duplin,88,48249.0,Coastal,59.8,High
26851,Jones,88,9076.0,Coastal,19.5,High
26811,Burke,88,88398.0,Western,173.0,High
26861,Montgomery,88,25485.0,Eastern,52.4,High
26885,Surry,88,70573.0,Northern,134.0,High
26898,Yadkin,88,36925.0,Northern,111.1,High
26866,Onslow,88,207928.0,Coastal,268.4,High
26816,Caswell,88,22400.0,Eastern,53.5,High
26817,Catawba,88,162841.0,Northern,400.2,High
26840,Guilford,88,545484.0,Northern,838.0,High
26846,Hoke,88,53783.0,Eastern,133.5,High
26825,Cumberland,88,341793.0,Eastern,512.9,High
26894,Watauga,88,54804.0,Northern,173.1,High
26815,Carteret,88,69039.0,Coastal,133.3,High
26892,Warren,88,18621.0,Eastern,43.4,High
26852,Lee,88,64360.0,Eastern,248.1,High
26820,Chowan,88,13646.0,Coastal,79.4,High
26880,Rutherford,88,63870.0,Western,114.0,High
